eb,qb,pair,peak_C,peak_lag_tau_b,C_at_zero_lag
0.0,0.4,lambda-mdot2,0.0883824257655325,0.0,0.0883824257655325
0.0,0.4,rmin1-rmin2,0.6954784179086907,160.0,-0.23405291744548562
0.0,0.4,mdot1-mdot2,0.9894475556569202,50.0,0.9859475233035208
0.0,0.4,mdot1-rmin1,0.04369169008282506,150.0,0.005832638614771557
0.0,0.4,mdot1-rmin2,0.04346985417488458,30.0,0.04041209404983833
0.0,0.4,mdot2-rmin1,0.0441310756560834,150.0,0.008766772298182493
0.0,0.4,mdot2-rmin2,0.04979562720788035,-200.0,0.046759643063910186
0.0,0.4,lambda-alpha1,-0.0787163775014826,-10.0,-0.045209310207526075
0.0,0.4,lambda-alpha2,-0.11282456233364846,60.0,0.014805392118870428
0.0,0.4,lambda-mass_disk1,-0.0686127374941637,0.0,-0.0686127374941637
0.0,0.4,lambda-mass_disk2,0.05686564911966668,-150.0,0.03538521608745894
0.1,0.4,lambda-rmin1,-0.6009926859209445,40.0,-0.5744092543893069
0.1,0.4,lambda-rmin2,-0.3867686655906536,-200.0,0.26773837292665936
0.1,0.4,lambda-mdot1,-0.24819145842255066,10.0,-0.18949237374694275
0.1,0.4,lambda-mdot2,0.32104175919627176,0.0,0.32104175919627176
0.1,0.4,rmin1-rmin2,0.36807852413811004,-200.0,-0.09544977841519264
0.1,0.4,mdot1-mdot2,0.8511564614132462,0.0,0.8511564614132462
0.1,0.4,mdot1-rmin1,-0.40402227420852266,-200.0,0.3499875357524845
0.1,0.4,mdot1-rmin2,-0.32942014034610795,200.0,0.3026567228705395
0.1,0.4,mdot2-rmin1,0.31158290483236245,200.0,-0.004074472466115157
0.1,0.4,mdot2-rmin2,0.4771058294512454,0.0,0.4771058294512454
0.1,0.4,lambda-alpha1,0.3042301805666733,40.0,0.26842309486016713
0.1,0.4,lambda-alpha2,-0.40763530082435867,0.0,-0.40763530082435867
0.1,0.4,lambda-mass_disk1,-0.29015298354177926,-200.0,-0.0418213399295386
0.1,0.4,lambda-mass_disk2,-0.4067129260997698,50.0,0.00036276691130523813
0.2,0.4,lambda-rmin1,-0.2534426163347005,-10.0,-0.24331712435202413
0.2,0.4,lambda-rmin2,-0.08920923970171458,-50.0,0.015029192175670787
0.2,0.4,lambda-mdot1,0.8586221798254415,-20.0,0.8507476664458794
0.2,0.4,lambda-mdot2,0.8900637443624155,0.0,0.8900637443624155
0.2,0.4,rmin1-rmin2,0.16896047024334082,0.0,0.16896047024334082
0.2,0.4,mdot1-mdot2,0.99621754109611,0.0,0.99621754109611
0.2,0.4,mdot1-rmin1,-0.21981946191545187,10.0,-0.20600844928395567
0.2,0.4,mdot1-rmin2,-0.06347618383506869,-180.0,-0.019516971129509324
0.2,0.4,mdot2-rmin1,-0.2254862959968444,-10.0,-0.2175158252062055
0.2,0.4,mdot2-rmin2,-0.05034243990865833,-180.0,-0.009573926276730354
0.2,0.4,lambda-alpha1,0.14500568462465951,-40.0,0.09150791537580578
0.2,0.4,lambda-alpha2,-0.35944545256156185,200.0,-0.2883985892280696
0.2,0.4,lambda-mass_disk1,0.8623911034759651,10.0,0.8573002271298744
0.2,0.4,lambda-mass_disk2,0.7818405863678771,20.0,0.7815608892673916
0.3,0.4,lambda-rmin1,-0.35873416430207145,-200.0,-0.2018941096747218
0.3,0.4,lambda-rmin2,-0.2704659383653446,-140.0,-0.10873400402261917
0.3,0.4,lambda-mdot1,0.5472009844563867,-200.0,0.49574916478026254
0.3,0.4,lambda-mdot2,0.5996270561641195,0.0,0.5996270561641195
0.3,0.4,rmin1-rmin2,0.7650375459962567,0.0,0.7650375459962567
0.3,0.4,mdot1-mdot2,0.9919563461002153,0.0,0.9919563461002153
0.3,0.4,mdot1-rmin1,-0.5169070058466156,-70.0,-0.5109620197668191
0.3,0.4,mdot1-rmin2,-0.43553782815578473,0.0,-0.43553782815578473
0.3,0.4,mdot2-rmin1,-0.5115441756285052,-90.0,-0.49661864402736755
0.3,0.4,mdot2-rmin2,-0.43012482998437107,-140.0,-0.4139088067331174
0.3,0.4,lambda-alpha1,0.06685016620210207,20.0,0.009607248686707008
0.3,0.4,lambda-alpha2,-0.19260295509214007,190.0,-0.016348278908026283
0.3,0.4,lambda-mass_disk1,0.5449394360444352,-160.0,0.4913944875460761
0.3,0.4,lambda-mass_disk2,0.5384732149994644,-150.0,0.47529428254345285
0.4,0.4,lambda-rmin1,0.06174360369180476,0.0,0.06174360369180476
0.4,0.4,lambda-rmin2,0.10424319963471261,30.0,0.07156086258943528
0.4,0.4,lambda-mdot1,0.7031840064971688,-20.0,0.6909325254350989
0.4,0.4,lambda-mdot2,0.7533082034810585,0.0,0.7533082034810585
0.4,0.4,rmin1-rmin2,0.3296013482393075,0.0,0.3296013482393075
0.4,0.4,mdot1-mdot2,0.9956781907146854,0.0,0.9956781907146854
0.4,0.4,mdot1-rmin1,0.024125523072089823,190.0,0.005086093019135591
0.4,0.4,mdot1-rmin2,0.05655268143380798,0.0,0.05655268143380798
0.4,0.4,mdot2-rmin1,0.021474059981788453,10.0,0.012153925720930658
0.4,0.4,mdot2-rmin2,0.05971175867597599,0.0,0.05971175867597599
0.4,0.4,lambda-alpha1,-0.181300017756998,200.0,-0.08490407843303147
0.4,0.4,lambda-alpha2,-0.16013283436846845,-10.0,-0.15473023845614345
0.4,0.4,lambda-mass_disk1,0.699964677602633,10.0,0.6853757295688442
0.4,0.4,lambda-mass_disk2,0.6876435159746083,-10.0,0.6441077437617541
0.5,0.4,lambda-rmin1,-0.080228512709237,-150.0,-0.03798811016392734
0.5,0.4,lambda-rmin2,-0.07687728715165326,-140.0,0.03646548407688557
0.5,0.4,lambda-mdot1,0.3405152936520604,-20.0,0.28757609496950093
0.5,0.4,lambda-mdot2,0.44548063845531327,0.0,0.44548063845531327
0.5,0.4,rmin1-rmin2,0.5847582292901938,10.0,0.3061223621031525
0.5,0.4,mdot1-mdot2,0.9848799414955266,0.0,0.9848799414955266
0.5,0.4,mdot1-rmin1,0.028427208718325644,30.0,0.0011350689679019905
0.5,0.4,mdot1-rmin2,-0.062069547502948824,170.0,0.021457874271436455
0.5,0.4,mdot2-rmin1,0.030126915545085623,140.0,-0.0036307654672314764
0.5,0.4,mdot2-rmin2,-0.06834757165354223,170.0,0.0256170068202573
0.5,0.4,lambda-alpha1,0.1114247954708498,180.0,0.08364206911108839
0.5,0.4,lambda-alpha2,-0.18687958002886992,-80.0,-0.09728687883670362
0.5,0.4,lambda-mass_disk1,0.34055037239835667,-10.0,0.30102376366091
0.5,0.4,lambda-mass_disk2,0.299378191107093,160.0,0.2945607108769367
0.6,0.4,lambda-rmin1,-0.09952218891320581,140.0,-0.04595158692712396
0.6,0.4,lambda-rmin2,-0.16581186407073648,10.0,-0.12812321126193096
0.6,0.4,lambda-mdot1,-0.10574356481963082,0.0,-0.10574356481963082
0.6,0.4,lambda-mdot2,0.08124621767730456,0.0,0.08124621767730456
0.6,0.4,rmin1-rmin2,0.1992380793527127,0.0,0.1992380793527127
0.6,0.4,mdot1-mdot2,0.981631069980442,0.0,0.981631069980442
0.6,0.4,mdot1-rmin1,-0.08092187911376925,-170.0,-0.051751090819158754
0.6,0.4,mdot1-rmin2,-0.07806317402131062,-70.0,-0.005512285607920507
0.6,0.4,mdot2-rmin1,-0.07835471416962715,-170.0,-0.06346824357834538
0.6,0.4,mdot2-rmin2,-0.07000016437014946,-110.0,-0.027210091126983065
0.6,0.4,lambda-alpha1,-0.08693238800949155,90.0,-0.07645985913759754
0.6,0.4,lambda-alpha2,-0.11019472786618359,170.0,0.046158755673058126
0.6,0.4,lambda-mass_disk1,0.072906747953526,-190.0,-0.040408120932482576
0.6,0.4,lambda-mass_disk2,0.07598445532566557,190.0,0.0008900385598203591
0.8,0.4,lambda-rmin1,0.6305965480555529,-70.0,-0.5808312578619461
0.8,0.4,lambda-rmin2,0.81844219015225,80.0,-0.09900084837024033
0.8,0.4,lambda-mdot1,-0.6988032940530462,-10.0,-0.6921500394685763
0.8,0.4,lambda-mdot2,0.7525168227916017,10.0,0.7302853650205271
0.8,0.4,rmin1-rmin2,-0.5070567911930703,40.0,-0.4047252406588796
0.8,0.4,mdot1-mdot2,0.8669971644806678,-90.0,-0.17117804034305886
0.8,0.4,mdot1-rmin1,-0.5230945096047357,-80.0,0.14392697469070287
0.8,0.4,mdot1-rmin2,-0.7158083291555685,110.0,0.41275385469746273
0.8,0.4,mdot2-rmin1,-0.6191697601849776,10.0,-0.594459479617875
0.8,0.4,mdot2-rmin2,0.8290854224932799,60.0,0.34957161633725187
0.8,0.4,lambda-alpha1,0.7697224639460937,-150.0,-0.7099831292057383
0.8,0.4,lambda-alpha2,0.4999660241356193,-130.0,-0.4593154661909911
0.8,0.4,lambda-mass_disk1,0.7060588852027306,60.0,0.11823416459971815
0.8,0.4,lambda-mass_disk2,0.644563766412643,80.0,-0.2827874854390785
0.0,0.5,lambda-rmin1,-0.07954177771454363,110.0,0.014030200099933067
0.0,0.5,lambda-rmin2,-0.07069759557740313,-50.0,0.006149558220871496
0.0,0.5,lambda-mdot1,-0.16924495423237154,0.0,-0.16924495423237154
0.0,0.5,lambda-mdot2,-0.10446975757136007,-170.0,-0.05800725067168947
0.0,0.5,rmin1-rmin2,0.7923298269799374,160.0,-0.1542061881635488
0.0,0.5,mdot1-mdot2,0.9934184766803313,0.0,0.9934184766803313
0.0,0.5,mdot1-rmin1,0.03742603150870708,-110.0,0.0076580605003285455
0.0,0.5,mdot1-rmin2,0.05375165428450346,160.0,0.016790048862281793
0.0,0.5,mdot2-rmin1,0.03533339745455483,-170.0,0.009727414869674069
0.0,0.5,mdot2-rmin2,0.052484021447253226,160.0,0.018626825671972276
0.0,0.5,lambda-alpha1,0.10320324097585798,-70.0,-0.000550125341775062
0.0,0.5,lambda-alpha2,-0.07276455410990203,-200.0,0.023356928351101862
0.0,0.5,lambda-mass_disk1,-0.15204944415933394,0.0,-0.15204944415933394
0.0,0.5,lambda-mass_disk2,-0.11850145560107407,-140.0,-0.06014493156972545
0.1,0.5,lambda-rmin1,-0.7642056661427958,0.0,-0.7642056661427958
0.1,0.5,lambda-rmin2,0.5005753603852622,0.0,0.5005753603852622
0.1,0.5,lambda-mdot1,0.3089066685490994,200.0,-0.24126816168898227
0.1,0.5,lambda-mdot2,0.4643697087087536,0.0,0.4643697087087536
0.1,0.5,rmin1-rmin2,-0.34003483493319886,80.0,-0.15762323072868464
0.1,0.5,mdot1-mdot2,0.7210984938726971,0.0,0.7210984938726971
0.1,0.5,mdot1-rmin1,0.4692661087371028,0.0,0.4692661087371028
0.1,0.5,mdot1-rmin2,-0.2814263411149819,200.0,0.24120372444068977
0.1,0.5,mdot2-rmin1,-0.32027952214162386,-120.0,-0.13389126104296092
0.1,0.5,mdot2-rmin2,0.5909752911390911,0.0,0.5909752911390911
0.1,0.5,lambda-alpha1,0.543009126981659,10.0,0.4944884467240991
0.1,0.5,lambda-alpha2,-0.5510261864913342,0.0,-0.5510261864913342
0.1,0.5,lambda-mass_disk1,0.25873812689055603,200.0,-0.006223179901891974
0.1,0.5,lambda-mass_disk2,-0.6058781838072087,10.0,-0.3751599271127234
0.2,0.5,lambda-rmin1,-0.2858870658955762,-10.0,-0.16438375010037126
0.2,0.5,lambda-rmin2,0.30062894722152084,0.0,0.30062894722152084
0.2,0.5,lambda-mdot1,0.700716789818607,10.0,0.686509644783853
0.2,0.5,lambda-mdot2,0.7253191236437316,0.0,0.7253191236437316
0.2,0.5,rmin1-rmin2,-0.13319839228059852,150.0,0.05143207337769654
0.2,0.5,mdot1-mdot2,0.998408882893989,0.0,0.998408882893989
0.2,0.5,mdot1-rmin1,-0.2581333287700769,-10.0,-0.2501265778915511
0.2,0.5,mdot1-rmin2,0.2237288515128708,-60.0,0.21621458296277998
0.2,0.5,mdot2-rmin1,-0.2663529646163944,-10.0,-0.2484566790622481
0.2,0.5,mdot2-rmin2,0.22856281650020585,0.0,0.22856281650020585
0.2,0.5,lambda-alpha1,0.20736462063727484,0.0,0.20736462063727484
0.2,0.5,lambda-alpha2,-0.6338366715803241,-10.0,-0.5124423101112595
0.2,0.5,lambda-mass_disk1,0.7066884368118858,10.0,0.7064139438925344
0.2,0.5,lambda-mass_disk2,0.7983340550582103,-10.0,0.7271044848967624
0.3,0.5,lambda-rmin1,-0.31708074474902326,-10.0,-0.23855954556482073
0.3,0.5,lambda-rmin2,-0.12699492812689997,0.0,-0.12699492812689997
0.3,0.5,lambda-mdot1,0.16880512711486056,10.0,0.09598053701264533
0.3,0.5,lambda-mdot2,0.3810366725024254,0.0,0.3810366725024254
0.3,0.5,rmin1-rmin2,0.6268754620644171,0.0,0.6268754620644171
0.3,0.5,mdot1-mdot2,0.9551239012143251,0.0,0.9551239012143251
0.3,0.5,mdot1-rmin1,-0.44677184460535263,-10.0,-0.35095664402527876
0.3,0.5,mdot1-rmin2,-0.3693426757738217,60.0,-0.3623056943987871
0.3,0.5,mdot2-rmin1,-0.5065882529832688,-10.0,-0.3928603855490281
0.3,0.5,mdot2-rmin2,-0.3640576347724847,60.0,-0.36280545758954613
0.3,0.5,lambda-alpha1,0.5308373274405115,0.0,0.5308373274405115
0.3,0.5,lambda-alpha2,0.6035025729466705,0.0,0.6035025729466705
0.3,0.5,lambda-mass_disk1,0.34666257882230717,0.0,0.34666257882230717
0.3,0.5,lambda-mass_disk2,-0.606532232849128,0.0,-0.606532232849128
0.4,0.5,lambda-rmin1,0.31476836292764027,-10.0,0.3097840845105087
0.4,0.5,lambda-rmin2,0.8724924904026603,60.0,0.8235499667212356
0.4,0.5,lambda-mdot1,-0.36117412693995116,-30.0,-0.359764542507703
0.4,0.5,lambda-mdot2,0.5122928016949364,0.0,0.5122928016949364
0.4,0.5,rmin1-rmin2,0.42380476009784024,0.0,0.42380476009784024
0.4,0.5,mdot1-mdot2,0.7115650508172611,-200.0,0.601572349016524
0.4,0.5,mdot1-rmin1,-0.30199991201028387,0.0,-0.30199991201028387
0.4,0.5,mdot1-rmin2,-0.4188572722194457,60.0,-0.3342968194355254
0.4,0.5,mdot2-rmin1,-0.09165725908865394,-190.0,-0.011433858812303696
0.4,0.5,mdot2-rmin2,0.37819093709880264,30.0,0.37173684941898205
0.4,0.5,lambda-alpha1,-0.28920778814907055,160.0,-0.17873386349609321
0.4,0.5,lambda-alpha2,-0.2958090262582244,100.0,-0.22050898406196265
0.4,0.5,lambda-mass_disk1,0.18721798738547216,200.0,-0.10536239644692695
0.4,0.5,lambda-mass_disk2,0.48541885177615024,100.0,0.3731475337014954
0.5,0.5,lambda-rmin1,-0.1393753268533482,-200.0,0.008595124383497089
0.5,0.5,lambda-rmin2,-0.22461432479659688,-140.0,-0.16833492550662316
0.5,0.5,lambda-mdot1,-0.3300196010974725,0.0,-0.3300196010974725
0.5,0.5,lambda-mdot2,-0.2600240925814959,10.0,-0.18371742783887632
0.5,0.5,rmin1-rmin2,0.2626914862827847,0.0,0.2626914862827847
0.5,0.5,mdot1-mdot2,0.988545702038811,10.0,0.9878595661038496
0.5,0.5,mdot1-rmin1,0.2115939893058556,80.0,0.20226977623359588
0.5,0.5,mdot1-rmin2,0.7340730773705821,0.0,0.7340730773705821
0.5,0.5,mdot2-rmin1,0.214144703385204,10.0,0.21374929305466903
0.5,0.5,mdot2-rmin2,0.7397398524390654,0.0,0.7397398524390654
0.5,0.5,lambda-alpha1,0.12022979528645365,180.0,-0.10197281353880351
0.5,0.5,lambda-alpha2,0.14271597686026755,140.0,0.1260945259181024
0.5,0.5,lambda-mass_disk1,-0.32255836233640867,0.0,-0.32255836233640867
0.5,0.5,lambda-mass_disk2,-0.26254460098576865,10.0,-0.2279058330190437
0.6,0.5,lambda-rmin1,-0.6539910187373563,60.0,-0.5986695550001423
0.6,0.5,lambda-rmin2,0.8908256137445771,50.0,0.7281709576940624
0.6,0.5,lambda-mdot1,-0.8621592144776685,0.0,-0.8621592144776685
0.6,0.5,lambda-mdot2,0.7873664574339594,0.0,0.7873664574339594
0.6,0.5,rmin1-rmin2,-0.7286182232370019,20.0,-0.6935763091496974
0.6,0.5,mdot1-mdot2,0.6042144780537149,190.0,-0.5302500744279935
0.6,0.5,mdot1-rmin1,0.7409988586208084,50.0,0.5944112763624815
0.6,0.5,mdot1-rmin2,-0.821148414899042,50.0,-0.6756848749730533
0.6,0.5,mdot2-rmin1,-0.5410975564091872,30.0,-0.4958119572390048
0.6,0.5,mdot2-rmin2,0.7459254996787217,50.0,0.5783083887114442
0.6,0.5,lambda-alpha1,0.5651351391029983,200.0,-0.004855614400983293
0.6,0.5,lambda-alpha2,-0.4445323069322889,0.0,-0.4445323069322889
0.6,0.5,lambda-mass_disk1,0.3019158532678919,60.0,0.18767312089050184
0.6,0.5,lambda-mass_disk2,-0.36976775287620756,170.0,0.09734756143561958
0.8,0.5,lambda-rmin1,0.8762802692973772,-50.0,-0.20524118269433697
0.8,0.5,lambda-rmin2,-0.7954299997670808,-60.0,-0.10769273581657365
0.8,0.5,lambda-mdot1,-0.7235935462841626,0.0,-0.7235935462841626
0.8,0.5,lambda-mdot2,0.7618535328369125,0.0,0.7618535328369125
0.8,0.5,rmin1-rmin2,-0.7546383856121713,-10.0,-0.7535217786341402
0.8,0.5,mdot1-mdot2,0.8000586744131921,-90.0,-0.33628344587660775
0.8,0.5,mdot1-rmin1,-0.6932273115419788,-50.0,-0.04612509449125487
0.8,0.5,mdot1-rmin2,0.678545367356666,-50.0,0.35780445766188335
0.8,0.5,mdot2-rmin1,0.6973822102882017,-60.0,-0.31158307376035355
0.8,0.5,mdot2-rmin2,0.8765363351917893,60.0,0.23473700273813883
0.8,0.5,lambda-alpha1,-0.7081505928517827,0.0,-0.7081505928517827
0.8,0.5,lambda-alpha2,0.6141494729142402,-50.0,-0.2752064078658896
0.8,0.5,lambda-mass_disk1,0.7525476379601598,40.0,0.1738441840877585
0.8,0.5,lambda-mass_disk2,0.5134232826486653,60.0,-0.421958260271915
0.0,0.6,lambda-rmin1,0.12085729659480769,200.0,0.08150153832187577
0.0,0.6,lambda-rmin2,-0.12239072047143058,140.0,0.05977803335432154
0.0,0.6,lambda-mdot1,0.16548532201055813,-190.0,0.07916374072993274
0.0,0.6,lambda-mdot2,0.1757068048412939,0.0,0.1757068048412939
0.0,0.6,rmin1-rmin2,0.6983809408837961,-110.0,-0.14062924410569275
0.0,0.6,mdot1-mdot2,0.9949992072139348,0.0,0.9949992072139348
0.0,0.6,mdot1-rmin1,0.03199533635267592,-20.0,0.021723086703938
0.0,0.6,mdot1-rmin2,-0.018969983796903622,10.0,-0.015606857904288242
0.0,0.6,mdot2-rmin1,0.03833807949276732,200.0,0.02937499398598483
0.0,0.6,mdot2-rmin2,-0.017488797803380574,-50.0,-0.009574412879081015
0.0,0.6,lambda-alpha1,-0.08599882179520753,200.0,-0.022820993100486905
0.0,0.6,lambda-alpha2,-0.0708636446488083,-190.0,-0.057274129959981886
0.0,0.6,lambda-mass_disk1,0.17676298923788034,60.0,0.10210869357623494
0.0,0.6,lambda-mass_disk2,0.17750914329880585,-120.0,0.14662978671819804
0.1,0.6,lambda-rmin1,-0.7641918871278076,0.0,-0.7641918871278076
0.1,0.6,lambda-rmin2,0.5042496676275328,0.0,0.5042496676275328
0.1,0.6,lambda-mdot1,-0.4074353240237673,10.0,-0.38693537831297964
0.1,0.6,lambda-mdot2,0.4938121290491355,0.0,0.4938121290491355
0.1,0.6,rmin1-rmin2,-0.300909815509951,30.0,-0.1662765678413771
0.1,0.6,mdot1-mdot2,0.5730841266787393,0.0,0.5730841266787393
0.1,0.6,mdot1-rmin1,0.5549956323550654,0.0,0.5549956323550654
0.1,0.6,mdot1-rmin2,-0.20704577866717075,-70.0,0.12579035158160126
0.1,0.6,mdot2-rmin1,-0.32162904150600713,-100.0,-0.16992676144263522
0.1,0.6,mdot2-rmin2,0.5786235589113513,0.0,0.5786235589113513
0.1,0.6,lambda-alpha1,0.684676629531006,20.0,0.6488891339605722
0.1,0.6,lambda-alpha2,-0.5668922994164594,0.0,-0.5668922994164594
0.1,0.6,lambda-mass_disk1,0.251670202772002,200.0,-0.13103571646486764
0.1,0.6,lambda-mass_disk2,-0.6823296451111662,20.0,-0.5499926930088104
0.2,0.6,lambda-rmin1,0.42511238633298976,20.0,-0.2919773758836484
0.2,0.6,lambda-rmin2,0.4915960029075899,0.0,0.4915960029075899
0.2,0.6,lambda-mdot1,-0.18775826188095254,-10.0,-0.09042602970153102
0.2,0.6,lambda-mdot2,-0.21902133487942527,-20.0,0.0489220694815003
0.2,0.6,rmin1-rmin2,0.3298542814965054,-20.0,0.002565879691347247
0.2,0.6,mdot1-mdot2,0.9898423010486719,0.0,0.9898423010486719
0.2,0.6,mdot1-rmin1,-0.26092392204485493,-20.0,-0.15062976095492583
0.2,0.6,mdot1-rmin2,0.09409439305185605,-10.0,0.07016143165853637
0.2,0.6,mdot2-rmin1,-0.28456733247700533,-10.0,-0.18689731837862114
0.2,0.6,mdot2-rmin2,0.1376719051085979,0.0,0.1376719051085979
0.2,0.6,lambda-alpha1,0.3657139474663771,0.0,0.3657139474663771
0.2,0.6,lambda-alpha2,0.4675854226086409,10.0,0.34833160280141356
0.2,0.6,lambda-mass_disk1,-0.2213265573873178,-20.0,-0.004780077643042504
0.2,0.6,lambda-mass_disk2,-0.6147005314846024,10.0,-0.456915985706182
0.3,0.6,lambda-rmin1,-0.21466102623394645,-10.0,-0.13738600743822227
0.3,0.6,lambda-rmin2,-0.1574710123766706,-30.0,0.06712386305670509
0.3,0.6,lambda-mdot1,0.3176769896477388,-50.0,0.25356815654553705
0.3,0.6,lambda-mdot2,0.3528551083470572,0.0,0.3528551083470572
0.3,0.6,rmin1-rmin2,0.19284427412345778,-20.0,0.059418204716916265
0.3,0.6,mdot1-mdot2,0.9942446547714877,0.0,0.9942446547714877
0.3,0.6,mdot1-rmin1,-0.38968167579071694,-10.0,-0.270723338994451
0.3,0.6,mdot1-rmin2,-0.21353298308086147,20.0,-0.08656992652789168
0.3,0.6,mdot2-rmin1,-0.40156255374795613,-10.0,-0.27637062167063503
0.3,0.6,mdot2-rmin2,-0.2145894168011355,20.0,-0.0774549700856369
0.3,0.6,lambda-alpha1,-0.14943054032536454,-10.0,-0.10729410295500566
0.3,0.6,lambda-alpha2,-0.14641758117738754,-120.0,-0.032612950066963
0.3,0.6,lambda-mass_disk1,0.31631573904943777,-60.0,0.29083930377676553
0.3,0.6,lambda-mass_disk2,0.35527980596626135,-10.0,0.23344489436797608
0.4,0.6,lambda-rmin1,-0.12897263044813886,-180.0,0.11545807958705814
0.4,0.6,lambda-rmin2,0.7548716639950899,90.0,0.47255890672303236
0.4,0.6,lambda-mdot1,-0.7507524496205149,0.0,-0.7507524496205149
0.4,0.6,lambda-mdot2,0.7108064817446049,0.0,0.7108064817446049
0.4,0.6,rmin1-rmin2,0.1974572644785971,-180.0,0.12070700280253012
0.4,0.6,mdot1-mdot2,-0.4181144465682487,40.0,-0.33287138419914886
0.4,0.6,mdot1-rmin1,0.2306319586412846,110.0,-0.19707496041855765
0.4,0.6,mdot1-rmin2,-0.6537079184273371,110.0,-0.4072568243842847
0.4,0.6,mdot2-rmin1,-0.17502230479303627,50.0,-0.10562065869370192
0.4,0.6,mdot2-rmin2,0.6296477231246235,70.0,0.47729319276357424
0.4,0.6,lambda-alpha1,0.4033343410255601,-180.0,-0.12380108351135005
0.4,0.6,lambda-alpha2,0.6421479385273878,-40.0,0.615771453768243
0.4,0.6,lambda-mass_disk1,-0.25469702876335265,-40.0,-0.24726218860928723
0.4,0.6,lambda-mass_disk2,-0.7553919550560036,-90.0,-0.5364652371003188
0.5,0.6,lambda-rmin1,-0.19009757657505458,0.0,-0.19009757657505458
0.5,0.6,lambda-rmin2,0.4381345318970498,30.0,0.3872802807734207
0.5,0.6,lambda-mdot1,-0.37490043328811645,0.0,-0.37490043328811645
0.5,0.6,lambda-mdot2,0.3360431434951849,0.0,0.3360431434951849
0.5,0.6,rmin1-rmin2,0.17967846938687132,0.0,0.17967846938687132
0.5,0.6,mdot1-mdot2,0.8579570323228345,-60.0,0.7341849426843018
0.5,0.6,mdot1-rmin1,-0.12093549653242626,140.0,-0.023237457373960844
0.5,0.6,mdot1-rmin2,-0.2278782038859224,30.0,-0.15881929879942233
0.5,0.6,mdot2-rmin1,-0.16677883134714927,0.0,-0.16677883134714927
0.5,0.6,mdot2-rmin2,-0.199939532557998,-80.0,0.1177202095322395
0.5,0.6,lambda-alpha1,0.15885583697687827,-80.0,-0.1466388992540846
0.5,0.6,lambda-alpha2,0.17993609493288354,0.0,0.17993609493288354
0.5,0.6,lambda-mass_disk1,-0.24450621957622043,0.0,-0.24450621957622043
0.5,0.6,lambda-mass_disk2,-0.40411078071439827,0.0,-0.40411078071439827
0.6,0.6,lambda-rmin1,-0.7447798760678251,70.0,-0.6102399743501791
0.6,0.6,lambda-rmin2,0.912345163644267,60.0,0.6228187778052672
0.6,0.6,lambda-mdot1,-0.8535712119041214,0.0,-0.8535712119041214
0.6,0.6,lambda-mdot2,0.8929748009915074,0.0,0.8929748009915074
0.6,0.6,rmin1-rmin2,-0.861978212402407,-10.0,-0.8562484565951823
0.6,0.6,mdot1-mdot2,0.7634547584597017,200.0,-0.6897304597156815
0.6,0.6,mdot1-rmin1,0.7928170245687949,50.0,0.6188259130418998
0.6,0.6,mdot1-rmin2,-0.852678607093378,50.0,-0.6562650363693384
0.6,0.6,mdot2-rmin1,-0.6962427726537097,40.0,-0.576430275704221
0.6,0.6,mdot2-rmin2,0.8536462216770334,60.0,0.596372134292992
0.6,0.6,lambda-alpha1,0.6804327086077337,200.0,-0.13228179124488856
0.6,0.6,lambda-alpha2,-0.4403495185813156,0.0,-0.4403495185813156
0.6,0.6,lambda-mass_disk1,0.41194034032140125,70.0,0.13788062737275994
0.6,0.6,lambda-mass_disk2,-0.2995633371613885,-110.0,0.17358076712448697
0.8,0.6,lambda-rmin1,0.8595721991276996,-60.0,-0.10802734181142852
0.8,0.6,lambda-rmin2,0.8255154296814682,80.0,-0.1815098145447948
0.8,0.6,lambda-mdot1,-0.7623684179591569,0.0,-0.7623684179591569
0.8,0.6,lambda-mdot2,0.7526932370651354,0.0,0.7526932370651354
0.8,0.6,rmin1-rmin2,0.8749232442513073,140.0,-0.8183021160544163
0.8,0.6,mdot1-mdot2,0.8831181828605174,150.0,-0.48375550841752846
0.8,0.6,mdot1-rmin1,-0.6997955917648963,-60.0,-0.0004272569793946742
0.8,0.6,mdot1-rmin2,-0.740473593214099,80.0,0.24817002826518367
0.8,0.6,mdot2-rmin1,0.8418566722410569,-70.0,-0.11065782908645441
0.8,0.6,mdot2-rmin2,0.8525168580193871,70.0,0.005107414698813371
0.8,0.6,lambda-alpha1,0.6410057804714704,120.0,-0.5047453153730094
0.8,0.6,lambda-alpha2,0.7350870220606682,-40.0,-0.04156861703971154
0.8,0.6,lambda-mass_disk1,0.7536426035565086,40.0,0.2314149924384495
0.8,0.6,lambda-mass_disk2,-0.5540240493435211,0.0,-0.5540240493435211
0.0,0.7,lambda-rmin1,0.06236168967330691,-20.0,0.015468229199476428
0.0,0.7,lambda-rmin2,0.06818021654799368,-160.0,0.012093626088839793
0.0,0.7,lambda-mdot1,0.2791419329659342,10.0,0.22938993374271852
0.0,0.7,lambda-mdot2,0.3170001901514403,0.0,0.3170001901514403
0.0,0.7,rmin1-rmin2,0.8777111454480908,-140.0,-0.06672358343383424
0.0,0.7,mdot1-mdot2,0.9956445414530493,0.0,0.9956445414530493
0.0,0.7,mdot1-rmin1,0.023653382145144362,-140.0,0.0006696832755092489
0.0,0.7,mdot1-rmin2,0.048260583520900596,60.0,0.03606030129525079
